marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,match_type,score,levenshtein_distance_norm_noaccent,sequence_ratio_norm_noaccent
élève,1,1,2,1,énervé,colere,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
évoluer,1,1,2,1,révolter,colere,fuzzy_levenshtein_or_sequence,0.8,2,0.8
œuvre,1,1,2,1,outré,colere,fuzzy_levenshtein_or_sequence,0.6,2,0.6
affligé,0,1,1,1,affliger,tristesse,marker_prefix_of_lexicon_term,0.875,1,0.9333
affligé,0,1,1,2,affligeant,tristesse,marker_prefix_of_lexicon_term,0.7,3,0.8235
angoissante,1,0,1,1,angoissant,peur,lexicon_prefix_of_marker,0.9091,1,0.9524
animer,1,0,1,1,aimer,amour,fuzzy_levenshtein_or_sequence,0.9091,1,0.9091
animer,1,0,1,2,agiter,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
blessé,0,1,1,1,liesse,joie,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
blessé,0,1,1,2,blasé,degout,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
boucher,1,0,1,1,bouder,colere,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
boucher,1,0,1,2,soucier,peur,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
crain,1,0,1,1,câlin,amour,fuzzy_levenshtein_or_sequence,0.8,2,0.8
crain,1,0,1,2,copain,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
crain,1,0,1,3,crainte,peur,marker_prefix_of_lexicon_term,0.7143,2,0.8333
crain,1,0,1,4,vain,orgueil,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
crain,1,0,1,5,craintif,peur,marker_prefix_of_lexicon_term,0.625,3,0.7692
craintife,0,1,1,1,craintif,peur,lexicon_prefix_of_marker,0.8889,1,0.9412
craintife,0,1,1,2,crainte,peur,fuzzy_levenshtein_or_sequence,0.875,2,0.875
découragé,0,1,1,1,décourager,tristesse,marker_prefix_of_lexicon_term,0.9,1,0.9474
découragé,0,1,1,2,courage,audace,lexicon_substring_of_marker,0.7778,2,0.875
découragé,0,1,1,3,décourageant,tristesse,marker_prefix_of_lexicon_term,0.75,3,0.8571
découragé,0,1,1,4,découragement,tristesse,marker_prefix_of_lexicon_term,0.6923,4,0.8182
dégeuler,1,0,1,1,dégoûter,degout,fuzzy_levenshtein_or_sequence,0.75,2,0.75
dégouteee,1,0,1,1,dégoûter,degout,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
dégouteee,1,0,1,2,dégoûté,degout,lexicon_prefix_of_marker,0.7778,2,0.875
dégouteee,1,0,1,3,dégoût,degout,lexicon_prefix_of_marker,0.6667,3,0.8
dégouter,1,0,1,1,dégoûter,degout,fuzzy_levenshtein_or_sequence,1.0,0,1.0
dégouter,1,0,1,2,dégoûté,degout,lexicon_prefix_of_marker,0.875,1,0.9333
dégouter,1,0,1,3,dégoût,degout,lexicon_prefix_of_marker,0.75,2,0.8571
dégouter,1,0,1,4,redouter,peur,fuzzy_levenshtein_or_sequence,0.75,2,0.75
dégouté,0,1,1,1,dégoûté,degout,fuzzy_levenshtein_or_sequence,1.0,0,1.0
dégouté,0,1,1,2,dégoûter,degout,marker_prefix_of_lexicon_term,0.875,1,0.9333
dégouté,0,1,1,3,dégoût,degout,lexicon_prefix_of_marker,0.8571,1,0.9231
délic,1,0,1,1,délice,joie,marker_prefix_of_lexicon_term,0.8333,1,0.9091
délic,1,0,1,2,désir,desir,fuzzy_levenshtein_or_sequence,0.6,2,0.6
délic,1,0,1,3,dépit,deplaisir,fuzzy_levenshtein_or_sequence,0.6,2,0.6
délic,1,0,1,4,deuil,tristesse,fuzzy_levenshtein_or_sequence,0.6,2,0.6
délic,1,0,1,5,délicieux,joie,marker_prefix_of_lexicon_term,0.5556,4,0.7143
déranger,1,0,1,1,danger,peur,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
désespérémer,1,0,1,1,désespérer,tristesse,fuzzy_levenshtein_or_sequence,0.9091,2,0.9091
désespérémer,1,0,1,2,désespéré,tristesse,lexicon_prefix_of_marker,0.75,3,0.8571
désoler,1,0,1,1,isoler,tristesse,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
désoler,1,0,1,2,désirer,desir,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
effrai,1,0,1,1,effroi,peur,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
entour,1,0,1,1,engouer,amour,fuzzy_levenshtein_or_sequence,0.7692,2,0.7692
entour,1,0,1,2,enjoué,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
entourer,0,1,1,1,énamourer,amour,fuzzy_levenshtein_or_sequence,0.8235,2,0.8235
entourer,0,1,1,2,engouer,amour,fuzzy_levenshtein_or_sequence,0.8,2,0.8
exaspéré,0,1,1,1,exaspérer,colere,marker_prefix_of_lexicon_term,0.8889,1,0.9412
fissurer,1,0,1,1,rassurer,apaisement,fuzzy_levenshtein_or_sequence,0.75,2,0.75
froisser,1,0,1,1,frousse,peur,fuzzy_levenshtein_or_sequence,0.8,2,0.8
furieur,0,1,1,1,fureur,colere,fuzzy_levenshtein_or_sequence,0.9231,1,0.9231
furieur,0,1,1,2,furieux,colere,fuzzy_levenshtein_or_sequence,0.8571,1,0.8571
furieur,0,1,1,3,rieur,joie,lexicon_substring_of_marker,0.7143,2,0.8333
furieur,0,1,1,4,furie,colere,lexicon_prefix_of_marker,0.7143,2,0.8333
furieur,0,1,1,5,curieux,desir,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
fâchai,1,0,1,1,fâché,colere,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
fâchai,1,0,1,2,fâcher,colere,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
gronder,1,0,1,1,grogner,comportement,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
humiliée,0,1,1,1,humilié,embarras,lexicon_prefix_of_marker,0.875,1,0.9333
humiliée,0,1,1,2,humilier,embarras,fuzzy_levenshtein_or_sequence,0.875,1,0.875
hôtel,1,0,1,1,honte,embarras,fuzzy_levenshtein_or_sequence,0.8,2,0.8
idol,1,0,1,1,isolé,tristesse,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
joviale,0,1,1,1,jovialité,joie,fuzzy_levenshtein_or_sequence,0.875,2,0.875
joviale,0,1,1,2,jovial,joie,lexicon_prefix_of_marker,0.8571,1,0.9231
joviale,0,1,1,3,jovialement,joie,marker_prefix_of_lexicon_term,0.6364,4,0.7778
mener,0,1,1,1,menacer,peur,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
mener,0,1,1,2,tenter,desir,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
mener,0,1,1,3,peiner,tristesse,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
mener,0,1,1,4,méfier,peur,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
mener,0,1,1,5,vexer,embarras,fuzzy_levenshtein_or_sequence,0.6,2,0.6
montr,1,0,1,1,monstre,peur,fuzzy_levenshtein_or_sequence,0.8333,2,0.8333
montr,1,0,1,2,honte,embarras,fuzzy_levenshtein_or_sequence,0.6,2,0.6
montr,1,0,1,3,bonté,empathie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
mécontentemer,1,0,1,1,mécontenter,colere,fuzzy_levenshtein_or_sequence,0.9167,2,0.9167
mécontentemer,1,0,1,2,mécontentement,colere,fuzzy_levenshtein_or_sequence,0.8889,2,0.8889
mécontentemer,1,0,1,3,mécontent,colere,lexicon_prefix_of_marker,0.6923,4,0.8182
mécontentemer,1,0,1,4,content,joie,lexicon_substring_of_marker,0.5385,6,0.7
méfiante,0,1,1,1,méfiant,peur,lexicon_prefix_of_marker,0.875,1,0.9333
méfiante,0,1,1,2,méfiance,peur,fuzzy_levenshtein_or_sequence,0.875,1,0.875
méfiante,0,1,1,3,défiant,audace,fuzzy_levenshtein_or_sequence,0.8,2,0.8
méfiante,0,1,1,4,défiance,audace,fuzzy_levenshtein_or_sequence,0.75,2,0.75
perd,1,0,1,1,péril,peur,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
ragoûter,1,0,1,1,redouter,peur,fuzzy_levenshtein_or_sequence,0.75,2,0.75
ragoûter,1,0,1,2,dégoûter,degout,fuzzy_levenshtein_or_sequence,0.75,2,0.75
redémarrer,1,0,1,1,marrer,joie,lexicon_substring_of_marker,0.6,4,0.75
rend,1,0,1,1,tendu,deplaisir,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
rendre,0,1,1,1,tendre,amour,fuzzy_levenshtein_or_sequence,0.8333,1,0.8333
rendre,0,1,1,2,surprendre,surprise,marker_substring_of_lexicon_term,0.6,4,0.75
retenir,1,0,1,1,repentir,culpabilite,fuzzy_levenshtein_or_sequence,0.8,2,0.8
rigolot,0,1,1,1,rigolo,joie,lexicon_prefix_of_marker,0.8571,1,0.9231
rigolot,0,1,1,2,rigoler,joie,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
réagir,0,1,1,1,ravir,joie,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
réagir,0,1,1,2,rager,colere,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
réagir,0,1,1,3,rougir,comportement,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
sévir,1,0,1,1,ravir,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
sévir,1,0,1,2,gémir,tristesse,fuzzy_levenshtein_or_sequence,0.6,2,0.6
sévir,1,0,1,3,désir,desir,fuzzy_levenshtein_or_sequence,0.6,2,0.6
taire,1,0,1,1,plaire,amour,fuzzy_levenshtein_or_sequence,0.7273,2,0.7273
taire,1,0,1,2,rire,joie,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
taire,1,0,1,3,haïr,ressentiment,fuzzy_levenshtein_or_sequence,0.6667,2,0.6667
taire,1,0,1,4,haine,ressentiment,fuzzy_levenshtein_or_sequence,0.6,2,0.6
taire,1,0,1,5,gaîté,joie,fuzzy_levenshtein_or_sequence,0.6,2,0.6
traumatiser,1,0,1,1,dramatiser,tristesse,fuzzy_levenshtein_or_sequence,0.8571,2,0.8571
écrouler,0,1,1,1,éprouver,non_specifiee,fuzzy_levenshtein_or_sequence,0.75,2,0.75
écœurer,1,0,1,1,épeurer,peur,fuzzy_levenshtein_or_sequence,0.7143,2,0.7143
épouvant,1,0,1,1,épouvante,peur,marker_prefix_of_lexicon_term,0.8889,1,0.9412
épouvant,1,0,1,2,émouvant,non_specifiee,fuzzy_levenshtein_or_sequence,0.875,1,0.875
épouvant,1,0,1,3,épouvanter,peur,marker_prefix_of_lexicon_term,0.8,2,0.8889
épouvant,1,0,1,4,épouvantail,peur,marker_prefix_of_lexicon_term,0.7273,3,0.8421
épouvant,1,0,1,5,épouvantable,peur,marker_prefix_of_lexicon_term,0.6667,4,0.8
