backend,surface_lower,lemma,surface_lemma_count,dominant_mode,surface_count,surface_dominant_emotion,surface_entropy,surface_normalized_entropy,lemma_count,lemma_dominant_emotion,lemma_entropy,lemma_normalized_entropy,delta_entropy,dominant_emotion_changed,surface_share_in_lemma,granularity_class,review_priority
spacy,critique,critique,8,Comportementale,8,Colère,-0.0,0.0,14,Colère,0.5917,0.5917,0.5917,False,0.5714,lemma_dilutes_surface,high
spacy,subissent,subir,3,Désignée,3,Tristesse,-0.0,0.0,7,Tristesse,0.5917,0.5917,0.5917,False,0.4286,lemma_dilutes_surface,high
stanza,critique,critique,8,Comportementale,8,Colère,-0.0,0.0,14,Colère,0.5917,0.5917,0.5917,False,0.5714,lemma_dilutes_surface,high
spacy,voir,voir,11,Suggérée,11,Colère,2.1181,0.9122,29,Colère,2.7091,0.8546,0.591,False,0.3793,lemma_dilutes_surface,high
spacy,danseuse,danseur,4,Suggérée,5,Joie,1.371,0.865,10,Joie,1.961,0.8445,0.59,False,0.4,lemma_dilutes_surface,high
spacy,point,point,4,Montrée,4,Surprise,1.0,1.0,6,Colère,1.585,1.0,0.585,True,0.6667,lemma_dilutes_surface,high
stanza,protestent,protester,4,Comportementale,4,Colère,-0.0,0.0,33,Colère,0.5836,0.2918,0.5836,False,0.1212,lemma_dilutes_surface,high
stanza,protester,protester,18,Comportementale,18,Colère,-0.0,0.0,33,Colère,0.5836,0.2918,0.5836,False,0.5455,lemma_dilutes_surface,high
stanza,gronder,gronder,3,Suggérée,3,Colère,0.9183,0.9183,4,Colère,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface,high
stanza,torturés,torturer,3,Suggérée,3,Peur,0.9183,0.9183,4,Peur,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface,high
stanza,baissant,baisser,3,Comportementale,3,Peur,0.9183,0.9183,4,Peur,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface,high
stanza,rate,rater,3,Suggérée,3,Tristesse,0.9183,0.9183,4,Tristesse,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface,high
spacy,rate,rat,3,Suggérée,3,Tristesse,0.9183,0.9183,4,Tristesse,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface,high
spacy,baissant,baisser,3,Comportementale,3,Peur,0.9183,0.9183,4,Peur,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface,high
spacy,ose,ose,3,Suggérée,4,Embarras,1.5,0.9464,3,Embarras,0.9183,0.9183,-0.5817,False,1.0,lemma_reveals_family,high
spacy,torturés,torturer,3,Suggérée,3,Peur,0.9183,0.9183,4,Peur,1.5,0.9464,0.5817,False,0.75,lemma_dilutes_surface,high
stanza,perdre,perdre,3,Suggérée,3,Peur,0.9183,0.9183,17,Tristesse,1.4969,0.7485,0.5786,True,0.1765,lemma_dilutes_surface,high
stanza,fous,fou,6,Suggérée,6,Peur,1.7925,0.8962,24,Colère,2.3699,0.8442,0.5774,True,0.25,lemma_dilutes_surface,high
stanza,arrêter,arrêter,9,Montrée,9,Colère,0.9864,0.6224,22,Colère,1.5633,0.7816,0.5769,False,0.4091,lemma_dilutes_surface,high
stanza,harceler,harceler,3,Suggérée,3,Colère,0.9183,0.9183,14,Tristesse,1.4838,0.7419,0.5655,True,0.2143,lemma_dilutes_surface,high
spacy,sais,savoir,1,Suggérée,5,Colère,1.9219,0.961,10,Colère,1.3568,0.6784,-0.5651,False,0.1,lemma_reveals_family,high
stanza,place,place,4,Comportementale,4,Colère,0.8113,0.8113,5,Colère,1.371,0.865,0.5597,False,0.8,lemma_dilutes_surface,high
spacy,place,place,4,Comportementale,4,Colère,0.8113,0.8113,5,Colère,1.371,0.865,0.5597,False,0.8,lemma_dilutes_surface,high
spacy,quitté,quitter,4,Comportementale,5,Peur,1.371,0.865,16,Peur,0.8113,0.8113,-0.5597,False,0.25,lemma_reveals_family,high
stanza,danseuse,danseuse,4,Suggérée,5,Joie,1.371,0.865,4,Joie,0.8113,0.8113,-0.5597,False,1.0,lemma_reveals_family,high
stanza,mots,mot,4,Suggérée,4,Joie,1.5,0.9464,9,Joie,2.0588,0.8867,0.5588,False,0.4444,lemma_dilutes_surface,high
spacy,mots,mot,4,Suggérée,4,Joie,1.5,0.9464,9,Joie,2.0588,0.8867,0.5588,False,0.4444,lemma_dilutes_surface,high
spacy,sent,sentir,3,Suggérée,4,Joie,1.5,0.9464,9,Joie,2.0588,0.8867,0.5588,False,0.3333,lemma_dilutes_surface,high
stanza,impressionné,impressionner,4,Désignée,4,Admiration,1.5,0.9464,12,Admiration,2.0546,0.8849,0.5546,False,0.3333,lemma_dilutes_surface,high
spacy,battre,battre,2,Suggérée,5,Colère,1.9219,0.961,5,Colère,1.371,0.865,-0.5509,False,0.4,lemma_reveals_family,high
spacy,arrive,arriver,4,Montrée,4,Surprise,1.5,0.9464,10,Surprise,2.0464,0.8814,0.5464,False,0.4,lemma_dilutes_surface,high
stanza,arrive,arriver,4,Montrée,4,Surprise,1.5,0.9464,10,Surprise,2.0464,0.8814,0.5464,False,0.4,lemma_dilutes_surface,high
spacy,tranquille,tranquille,7,Montrée,7,Colère,-0.0,0.0,8,Colère,0.5436,0.5436,0.5436,False,0.875,lemma_dilutes_surface,high
stanza,oppose,opposer,3,Comportementale,3,Colère,-0.0,0.0,8,Colère,0.5436,0.5436,0.5436,False,0.375,lemma_dilutes_surface,high
spacy,enfuir,enfuir,3,Comportementale,3,Peur,-0.0,0.0,8,Peur,0.5436,0.5436,0.5436,False,0.375,lemma_dilutes_surface,high
stanza,tranquille,tranquille,7,Montrée,7,Colère,-0.0,0.0,8,Colère,0.5436,0.5436,0.5436,False,0.875,lemma_dilutes_surface,high
stanza,mauvais,mauvais,7,Suggérée,7,Colère,1.1488,0.7248,21,Colère,1.6909,0.8455,0.5421,False,0.3333,lemma_dilutes_surface,high
spacy,mauvais,mauvais,7,Suggérée,7,Colère,1.1488,0.7248,21,Colère,1.6909,0.8455,0.5421,False,0.3333,lemma_dilutes_surface,high
stanza,entrez,entrer,3,Suggérée,3,Joie,0.9183,0.9183,6,Joie,1.4591,0.9206,0.5408,False,0.5,lemma_dilutes_surface,high
spacy,demander,demander,3,Suggérée,3,Colère,0.9183,0.9183,6,Colère,1.4591,0.9206,0.5408,False,0.5,lemma_dilutes_surface,high
stanza,maison,maison,5,Suggérée,6,Peur,1.9183,0.9591,7,Peur,1.3788,0.8699,-0.5395,False,0.7143,lemma_reveals_family,high
spacy,mot,mot,5,Comportementale,5,Joie,1.5219,0.9602,9,Joie,2.0588,0.8867,0.5369,False,0.5556,lemma_dilutes_surface,high
stanza,mot,mot,5,Comportementale,5,Joie,1.5219,0.9602,9,Joie,2.0588,0.8867,0.5369,False,0.5556,lemma_dilutes_surface,high
spacy,remportée,remporter,3,Suggérée,3,Joie,0.9183,0.9183,29,Joie,1.4542,0.7271,0.5359,False,0.1034,lemma_dilutes_surface,high
stanza,rit,rire,4,Comportementale,4,Joie,-0.0,0.0,32,Joie,0.535,0.3375,0.535,False,0.125,lemma_dilutes_surface,high
spacy,fou,fou,14,Montrée,14,Colère,1.8703,0.8055,23,Colère,2.4013,0.8553,0.531,False,0.6087,lemma_dilutes_surface,high
stanza,regarde,regarder,5,Montrée,5,Colère,0.7219,0.7219,6,Colère,1.2516,0.7897,0.5297,False,0.8333,lemma_dilutes_surface,high
stanza,remportée,remporter,3,Suggérée,3,Joie,0.9183,0.9183,31,Joie,1.4474,0.7237,0.5291,False,0.0968,lemma_dilutes_surface,high
spacy,menacée,menacer,3,Désignée,3,Peur,-0.0,0.0,67,Peur,0.5276,0.5276,0.5276,False,0.0448,lemma_dilutes_surface,high
spacy,menaçait,menacer,4,Désignée,4,Peur,-0.0,0.0,67,Peur,0.5276,0.5276,0.5276,False,0.0597,lemma_dilutes_surface,high
spacy,menacent,menacer,7,Désignée,7,Peur,-0.0,0.0,67,Peur,0.5276,0.5276,0.5276,False,0.1045,lemma_dilutes_surface,high
spacy,menacés,menacer,6,Désignée,6,Peur,-0.0,0.0,67,Peur,0.5276,0.5276,0.5276,False,0.0896,lemma_dilutes_surface,high
spacy,piles,pile,8,Montrée,8,Peur,1.0,1.0,10,Peur,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface,high
spacy,aucune,aucun,4,Suggérée,4,Colère,1.0,1.0,5,Colère,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface,high
stanza,heure,heure,4,Suggérée,4,Joie,1.0,1.0,5,Joie,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface,high
spacy,heure,heure,4,Suggérée,4,Joie,1.0,1.0,5,Joie,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface,high
stanza,piles,pile,8,Suggérée,8,Peur,1.0,1.0,10,Peur,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface,high
stanza,aucune,aucun,4,Suggérée,4,Colère,1.0,1.0,5,Colère,1.5219,0.9602,0.5219,False,0.8,lemma_dilutes_surface,high
stanza,voir,voir,11,Suggérée,11,Colère,2.1181,0.9122,32,Colère,2.637,0.8319,0.5189,False,0.3438,lemma_dilutes_surface,high
spacy,yeux,oeil,10,Comportementale,10,Surprise,1.961,0.8445,16,Surprise,2.4772,0.8824,0.5162,False,0.625,lemma_dilutes_surface,high
stanza,grandes,grand,4,Suggérée,4,Colère,2.0,1.0,25,Joie,2.5125,0.895,0.5125,True,0.16,lemma_dilutes_surface,high
spacy,grandes,grand,4,Suggérée,4,Colère,2.0,1.0,25,Joie,2.5125,0.895,0.5125,True,0.16,lemma_dilutes_surface,high
spacy,difficiles,difficile,10,Suggérée,10,Peur,1.5219,0.9602,27,Tristesse,2.0265,0.7839,0.5046,True,0.3704,lemma_dilutes_surface,high
stanza,difficiles,difficile,10,Suggérée,10,Peur,1.5219,0.9602,27,Tristesse,2.0265,0.7839,0.5046,True,0.3704,lemma_dilutes_surface,high
stanza,subissent,subir,3,Désignée,3,Tristesse,-0.0,0.0,9,Tristesse,0.5033,0.5033,0.5033,False,0.3333,lemma_dilutes_surface,high
stanza,enfuir,enfuir,3,Comportementale,3,Peur,-0.0,0.0,9,Peur,0.5033,0.5033,0.5033,False,0.3333,lemma_dilutes_surface,high
spacy,gueule,gueul,5,Montrée,9,Colère,0.5033,0.5033,5,Colère,-0.0,0.0,-0.5033,False,1.0,lemma_reveals_family,high
spacy,laissez,laisser,2,Suggérée,3,Colère,0.9183,0.9183,12,Colère,1.4183,0.7091,0.5,False,0.1667,lemma_dilutes_surface,high
stanza,fou,fou,14,Montrée,14,Colère,1.8703,0.8055,24,Colère,2.3699,0.8442,0.4996,False,0.5833,lemma_dilutes_surface,high
spacy,violent,violent,1,Suggérée,9,Peur,0.5033,0.5033,13,Peur,0.9913,0.6254,0.488,False,0.0769,lemma_dilutes_surface,high
spacy,violent,violer,8,Suggérée,9,Peur,0.5033,0.5033,9,Peur,0.9864,0.6224,0.4831,False,0.8889,lemma_dilutes_surface,high
stanza,yeux,œil,10,Suggérée,10,Surprise,1.961,0.8445,17,Colère,2.4419,0.8698,0.4809,True,0.5882,lemma_dilutes_surface,high
stanza,parler,parler,11,Montrée,11,Colère,1.6729,0.7205,21,Colère,2.1533,0.7178,0.4804,False,0.5238,lemma_dilutes_surface,high
spacy,senti,sentir,3,Comportementale,3,Peur,1.585,1.0,9,Joie,2.0588,0.8867,0.4738,True,0.3333,lemma_dilutes_surface,high
stanza,choquant,choquant,5,Désignée,5,Colère,0.971,0.971,21,Surprise,1.4412,0.9093,0.4702,True,0.2381,lemma_dilutes_surface,high
stanza,croit,croire,6,Montrée,6,Colère,1.4591,0.9206,19,Colère,1.9291,0.8308,0.47,False,0.3158,lemma_dilutes_surface,high
spacy,vs,v,9,Montrée,9,Colère,-0.0,0.0,10,Colère,0.469,0.469,0.469,False,0.9,backend_artifact,high
spacy,affrontés,affronter,3,Comportementale,3,Colère,-0.0,0.0,10,Colère,0.469,0.469,0.469,False,0.3,lemma_dilutes_surface,high
stanza,célébrer,célébrer,5,Comportementale,5,Joie,-0.0,0.0,10,Joie,0.469,0.469,0.469,False,0.5,lemma_dilutes_surface,high
stanza,affrontés,affronter,3,Comportementale,3,Colère,-0.0,0.0,10,Colère,0.469,0.469,0.469,False,0.3,lemma_dilutes_surface,high
stanza,incroyable,incroyable,7,Désignée,7,Surprise,-0.0,0.0,10,Surprise,0.469,0.469,0.469,False,0.7,lemma_dilutes_surface,high
stanza,affrontent,affronter,3,Comportementale,3,Colère,-0.0,0.0,10,Colère,0.469,0.469,0.469,False,0.3,lemma_dilutes_surface,high
spacy,incroyable,incroyable,7,Désignée,7,Surprise,-0.0,0.0,10,Surprise,0.469,0.469,0.469,False,0.7,lemma_dilutes_surface,high
spacy,affrontent,affronter,3,Comportementale,3,Colère,-0.0,0.0,10,Colère,0.469,0.469,0.469,False,0.3,lemma_dilutes_surface,high
stanza,ferme,fermer,3,Montrée,9,Colère,1.4466,0.7233,7,Colère,0.9852,0.9852,-0.4614,False,0.4286,lemma_reveals_family,high
stanza,records,record,5,Suggérée,5,Fierté,1.5219,0.9602,21,Fierté,1.9814,0.9907,0.4595,False,0.2381,lemma_dilutes_surface,high
spacy,records,record,5,Suggérée,5,Fierté,1.5219,0.9602,21,Fierté,1.9814,0.9907,0.4595,False,0.2381,lemma_dilutes_surface,high
stanza,vexé,vexer,4,Désignée,4,Embarras,1.0,1.0,6,Tristesse,1.4591,0.9206,0.4591,True,0.6667,lemma_dilutes_surface,high
stanza,vexe,vexer,2,Désignée,4,Colère,1.0,1.0,6,Tristesse,1.4591,0.9206,0.4591,True,0.3333,lemma_dilutes_surface,high
stanza,détruites,détruire,4,Suggérée,4,Peur,1.0,1.0,12,Peur,1.4591,0.9206,0.4591,False,0.3333,lemma_dilutes_surface,high
spacy,jouer,jouer,5,Montrée,5,Colère,1.5219,0.9602,9,Joie,1.9749,0.9875,0.453,True,0.5556,lemma_dilutes_surface,high
stanza,jouer,jouer,5,Montrée,5,Colère,1.5219,0.9602,9,Joie,1.9749,0.9875,0.453,True,0.5556,lemma_dilutes_surface,high
spacy,gronder,gronder,3,Suggérée,3,Colère,0.9183,0.9183,5,Colère,1.371,0.865,0.4527,False,0.6,lemma_dilutes_surface,high
spacy,harceler,harceler,3,Suggérée,3,Colère,0.9183,0.9183,10,Tristesse,1.371,0.865,0.4527,True,0.3,lemma_dilutes_surface,high
stanza,mariés,marier,1,Suggérée,3,Tristesse,0.9183,0.9183,5,Joie,1.371,0.865,0.4527,True,0.2,lemma_dilutes_surface,high
spacy,mariés,marier,1,Suggérée,3,Tristesse,0.9183,0.9183,5,Joie,1.371,0.865,0.4527,True,0.2,lemma_dilutes_surface,high
stanza,rêver,rêver,3,Suggérée,3,Joie,0.9183,0.9183,5,Joie,1.371,0.865,0.4527,False,0.6,lemma_dilutes_surface,high
stanza,blessés,blessé,3,Suggérée,3,Peur,0.9183,0.9183,5,Peur,1.371,0.865,0.4527,False,0.6,lemma_dilutes_surface,high
spacy,graves,grave,7,Suggérée,7,Colère,1.3788,0.8699,36,Peur,1.8307,0.7884,0.4519,True,0.1944,lemma_dilutes_surface,high
stanza,graves,grave,7,Suggérée,7,Colère,1.3788,0.8699,36,Peur,1.8307,0.7884,0.4519,True,0.1944,lemma_dilutes_surface,high
spacy,affronter,affronter,3,Comportementale,3,Colère,0.9183,0.9183,10,Colère,0.469,0.469,-0.4493,False,0.3,lemma_reveals_family,high
spacy,incroyables,incroyable,3,Désignée,3,Surprise,0.9183,0.9183,10,Surprise,0.469,0.469,-0.4493,False,0.3,lemma_reveals_family,high
stanza,incroyables,incroyable,3,Désignée,3,Surprise,0.9183,0.9183,10,Surprise,0.469,0.469,-0.4493,False,0.3,lemma_reveals_family,high
stanza,affronter,affronter,3,Comportementale,3,Colère,0.9183,0.9183,10,Colère,0.469,0.469,-0.4493,False,0.3,lemma_reveals_family,high
spacy,impressionné,impressionner,4,Désignée,4,Admiration,1.5,0.9464,23,Surprise,1.946,0.8381,0.446,True,0.1739,lemma_dilutes_surface,high
stanza,aimerais,aimer,5,Montrée,5,Colère,1.9219,0.961,21,Colère,2.3671,0.9157,0.4452,False,0.2381,lemma_dilutes_surface,high
stanza,laissez,laisser,3,Montrée,3,Colère,0.9183,0.9183,19,Colère,1.3605,0.6803,0.4422,False,0.1579,lemma_dilutes_surface,high
stanza,laisse,laisser,6,Montrée,6,Colère,0.9183,0.9183,19,Colère,1.3605,0.6803,0.4422,False,0.3158,lemma_dilutes_surface,high
spacy,marrantes,marrant,3,Désignée,3,Joie,-0.0,0.0,11,Joie,0.4395,0.4395,0.4395,False,0.2727,lemma_dilutes_surface,high
stanza,marrantes,marrant,3,Désignée,3,Joie,-0.0,0.0,11,Joie,0.4395,0.4395,0.4395,False,0.2727,lemma_dilutes_surface,high
spacy,aimerais,aimer,4,Montrée,5,Colère,1.9219,0.961,19,Tristesse,2.3598,0.9129,0.4379,True,0.2105,lemma_dilutes_surface,high
stanza,belle,beau,5,Suggérée,5,Joie,0.7219,0.7219,24,Joie,1.1582,0.7308,0.4363,False,0.2083,lemma_dilutes_surface,high
stanza,prestigieuse,prestigieux,3,Suggérée,3,Admiration,1.585,1.0,7,Admiration,1.1488,0.7248,-0.4362,False,0.4286,lemma_reveals_family,high
spacy,respecter,respecter,5,Suggérée,5,Colère,0.7219,0.7219,10,Colère,1.1568,0.7298,0.4349,False,0.5,lemma_dilutes_surface,high
stanza,respecter,respecter,5,Suggérée,5,Colère,0.7219,0.7219,10,Colère,1.1568,0.7298,0.4349,False,0.5,lemma_dilutes_surface,high
spacy,renvoyé,renvoyer,5,Suggérée,5,Tristesse,0.971,0.971,8,Peur,1.4056,0.8869,0.4346,True,0.625,lemma_dilutes_surface,high
stanza,renvoyé,renvoyer,5,Suggérée,5,Tristesse,0.971,0.971,8,Peur,1.4056,0.8869,0.4346,True,0.625,lemma_dilutes_surface,high
spacy,croit,croire,1,Montrée,6,Colère,1.4591,0.9206,13,Surprise,1.892,0.8148,0.4329,True,0.0769,lemma_dilutes_surface,high
spacy,protester,protester,18,Comportementale,18,Colère,-0.0,0.0,29,Colère,0.431,0.2719,0.431,False,0.6207,lemma_dilutes_surface,high
spacy,protestent,protester,4,Comportementale,4,Colère,-0.0,0.0,29,Colère,0.431,0.2719,0.431,False,0.1379,lemma_dilutes_surface,high
stanza,cru,croire,4,Montrée,4,Colère,1.5,0.9464,19,Colère,1.9291,0.8308,0.4291,False,0.2105,lemma_dilutes_surface,high
stanza,effondrée,effondrer,3,Suggérée,3,Peur,1.585,1.0,10,Peur,1.1568,0.7298,-0.4282,False,0.3,lemma_reveals_family,high
stanza,julien,julien,5,Montrée,7,Colère,1.1488,0.7248,5,Colère,0.7219,0.7219,-0.4269,False,1.0,lemma_reveals_family,high
spacy,partir,partir,5,Suggérée,5,Tristesse,0.7219,0.7219,7,Tristesse,1.1488,0.7248,0.4269,False,0.7143,lemma_dilutes_surface,high
spacy,belle,bel,5,Suggérée,5,Joie,0.7219,0.7219,7,Joie,1.1488,0.7248,0.4269,False,0.7143,lemma_dilutes_surface,high
stanza,prend,prendre,7,Suggérée,7,Colère,1.6645,0.8322,22,Peur,2.0876,0.8076,0.4231,True,0.3182,lemma_dilutes_surface,high
spacy,prend,prendre,7,Suggérée,7,Colère,1.6645,0.8322,22,Peur,2.0876,0.8076,0.4231,True,0.3182,lemma_dilutes_surface,high
spacy,battu,battu,4,Suggérée,4,Joie,1.5,0.9464,5,Joie,1.9219,0.961,0.4219,False,0.8,lemma_dilutes_surface,high
stanza,important,important,4,Suggérée,4,Fierté,1.5,0.9464,5,Fierté,1.9219,0.961,0.4219,False,0.8,lemma_dilutes_surface,high
spacy,important,important,4,Suggérée,4,Fierté,1.5,0.9464,5,Fierté,1.9219,0.961,0.4219,False,0.8,lemma_dilutes_surface,high
spacy,blague,blagu,5,Montrée,6,Colère,1.7925,0.8962,5,Colère,1.371,0.865,-0.4215,False,1.0,lemma_reveals_family,high
stanza,conflits,conflit,4,Comportementale,4,Colère,0.8113,0.8113,13,Colère,0.3912,0.3912,-0.4201,False,0.3077,lemma_reveals_family,high
spacy,conflits,conflit,4,Suggérée,4,Colère,0.8113,0.8113,13,Colère,0.3912,0.3912,-0.4201,False,0.3077,lemma_reveals_family,high
stanza,menaçait,menacer,4,Désignée,4,Peur,-0.0,0.0,47,Peur,0.4199,0.4199,0.4199,False,0.0851,lemma_dilutes_surface,high
stanza,menacent,menacer,7,Désignée,7,Peur,-0.0,0.0,47,Peur,0.4199,0.4199,0.4199,False,0.1489,lemma_dilutes_surface,high
stanza,menacés,menacer,6,Désignée,6,Peur,-0.0,0.0,47,Peur,0.4199,0.4199,0.4199,False,0.1277,lemma_dilutes_surface,high
stanza,menacée,menacer,3,Désignée,3,Peur,-0.0,0.0,47,Peur,0.4199,0.4199,0.4199,False,0.0638,lemma_dilutes_surface,high
spacy,devenir,devenir,4,Suggérée,4,Joie,1.5,0.9464,6,Joie,1.9183,0.9591,0.4183,False,0.6667,lemma_dilutes_surface,high
stanza,subir,subir,3,Désignée,3,Tristesse,0.9183,0.9183,9,Tristesse,0.5033,0.5033,-0.415,False,0.3333,lemma_reveals_family,high
stanza,courir,courir,3,Suggérée,3,Colère,1.585,1.0,4,Colère,2.0,1.0,0.415,False,0.75,lemma_dilutes_surface,high
stanza,feu,feu,3,Suggérée,3,Colère,1.585,1.0,4,Colère,2.0,1.0,0.415,False,0.75,lemma_dilutes_surface,high
stanza,tendues,tendu,6,Suggérée,6,Colère,-0.0,0.0,12,Colère,0.4138,0.4138,0.4138,False,0.5,lemma_dilutes_surface,high
stanza,inquiète,inquiet,23,Désignée,36,Peur,0.4138,0.4138,44,Peur,-0.0,0.0,-0.4138,False,0.5227,lemma_reveals_family,high
stanza,surprises,surprise,5,Désignée,5,Surprise,-0.0,0.0,46,Surprise,0.4077,0.2572,0.4077,False,0.1087,lemma_dilutes_surface,high
stanza,inquiétant,inquiéter,6,Désignée,6,Peur,-0.0,0.0,37,Peur,0.406,0.406,0.406,False,0.1622,lemma_dilutes_surface,high
stanza,inquiètent,inquiéter,13,Désignée,13,Peur,-0.0,0.0,37,Peur,0.406,0.406,0.406,False,0.3514,lemma_dilutes_surface,high
stanza,tendue,tendu,4,Désignée,4,Colère,0.8113,0.8113,12,Colère,0.4138,0.4138,-0.3975,False,0.3333,lemma_reveals_family,high
spacy,travailler,travailler,10,Comportementale,10,Colère,0.469,0.469,11,Colère,0.8659,0.5463,0.3969,False,0.9091,lemma_dilutes_surface,high
stanza,travailler,travailler,10,Comportementale,10,Colère,0.469,0.469,11,Colère,0.8659,0.5463,0.3969,False,0.9091,lemma_dilutes_surface,high
spacy,dur,dur,10,Suggérée,10,Tristesse,1.1568,0.7298,12,Tristesse,1.5511,0.7755,0.3943,False,0.8333,lemma_dilutes_surface,high
stanza,dur,dur,10,Suggérée,10,Tristesse,1.1568,0.7298,12,Tristesse,1.5511,0.7755,0.3943,False,0.8333,lemma_dilutes_surface,high
stanza,battre,battre,5,Comportementale,5,Colère,1.9219,0.961,13,Colère,2.3158,0.8959,0.3939,False,0.3846,lemma_dilutes_surface,high
spacy,cru,croire,4,Suggérée,4,Colère,1.5,0.9464,13,Surprise,1.892,0.8148,0.392,True,0.3077,lemma_dilutes_surface,high
spacy,réussi,réussir,13,Suggérée,13,Joie,2.2578,0.9724,19,Joie,2.6498,0.9439,0.392,False,0.6842,lemma_dilutes_surface,high
stanza,réussi,réussir,13,Suggérée,13,Joie,2.2578,0.9724,19,Joie,2.6498,0.9439,0.392,False,0.6842,lemma_dilutes_surface,high
stanza,menaçant,menacer,4,Désignée,4,Peur,0.8113,0.8113,47,Peur,0.4199,0.4199,-0.3914,False,0.0851,lemma_reveals_family,high
spacy,mere,mere,11,Montrée,11,Colère,-0.0,0.0,13,Colère,0.3912,0.3912,0.3912,False,0.8462,lemma_dilutes_surface,high
spacy,conflit,conflit,9,Comportementale,9,Colère,-0.0,0.0,13,Colère,0.3912,0.3912,0.3912,False,0.6923,lemma_dilutes_surface,high
stanza,mere,mere,11,Montrée,11,Colère,-0.0,0.0,13,Colère,0.3912,0.3912,0.3912,False,0.8462,lemma_dilutes_surface,high
stanza,conflit,conflit,9,Comportementale,9,Colère,-0.0,0.0,13,Colère,0.3912,0.3912,0.3912,False,0.6923,lemma_dilutes_surface,high
stanza,violent,violent,9,Suggérée,9,Peur,0.5033,0.5033,21,Peur,0.8929,0.5634,0.3896,False,0.4286,lemma_dilutes_surface,high
stanza,empêcher,empêcher,5,Suggérée,5,Joie,1.5219,0.9602,8,Peur,1.9056,0.9528,0.3837,True,0.625,lemma_dilutes_surface,high
spacy,empêcher,empêcher,5,Suggérée,5,Joie,1.5219,0.9602,8,Peur,1.9056,0.9528,0.3837,True,0.625,lemma_dilutes_surface,high
stanza,osent,oser,3,Comportementale,3,Embarras,0.9183,0.9183,8,Embarras,1.2988,0.8194,0.3805,False,0.375,lemma_dilutes_surface,high
stanza,premier,premier,4,Suggérée,4,Colère,2.0,1.0,18,Joie,2.3774,0.9197,0.3774,True,0.2222,lemma_dilutes_surface,high
spacy,danseur,danseur,3,Suggérée,3,Joie,1.585,1.0,10,Joie,1.961,0.8445,0.376,False,0.3,lemma_dilutes_surface,high
spacy,danseurs,danseur,3,Suggérée,3,Admiration,1.585,1.0,10,Joie,1.961,0.8445,0.376,True,0.3,lemma_dilutes_surface,high
spacy,riant,rire,3,Comportementale,3,Joie,-0.0,0.0,14,Joie,0.3712,0.3712,0.3712,False,0.2143,lemma_dilutes_surface,high
spacy,rit,rire,4,Comportementale,4,Joie,-0.0,0.0,14,Joie,0.3712,0.3712,0.3712,False,0.2857,lemma_dilutes_surface,high
spacy,insultent,insulter,3,Suggérée,3,Colère,1.585,1.0,23,Colère,1.2145,0.7663,-0.3705,False,0.1304,lemma_reveals_family,high
stanza,aime,aimer,4,Suggérée,4,Colère,2.0,1.0,21,Colère,2.3671,0.9157,0.3671,False,0.1905,lemma_dilutes_surface,high
stanza,aimer,aimer,4,Suggérée,4,Colère,2.0,1.0,21,Colère,2.3671,0.9157,0.3671,False,0.1905,lemma_dilutes_surface,high
stanza,vivre,vivre,5,Suggérée,5,Colère,1.9219,0.961,13,Tristesse,2.2878,0.885,0.3659,True,0.3846,lemma_dilutes_surface,high
stanza,insultent,insulter,3,Suggérée,3,Colère,1.585,1.0,22,Embarras,1.2197,0.7696,-0.3653,True,0.1364,lemma_reveals_family,high
spacy,histoire,histoire,6,Suggérée,6,Fierté,1.585,1.0,7,Fierté,1.9502,0.9751,0.3652,False,0.8571,lemma_dilutes_surface,high
stanza,histoire,histoire,6,Suggérée,6,Fierté,1.585,1.0,7,Fierté,1.9502,0.9751,0.3652,False,0.8571,lemma_dilutes_surface,high
spacy,parle,parle,5,Montrée,8,Colère,2.1556,0.9284,6,Colère,1.7925,0.8962,-0.3631,False,0.8333,lemma_reveals_family,high
spacy,vivre,vivre,4,Suggérée,5,Colère,1.9219,0.961,12,Tristesse,2.2842,0.8836,0.3623,True,0.3333,lemma_dilutes_surface,high
